"NptgLocalityCode","OldNptgLocalityCode","LocalityName","LocalityNameLang","ShortName","ShortNameLang","QualifierName","QualifierNameLang","QualifierLocalityRef","QualifierDistrictRef","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"N0080112","N0080122","Ainisiadar","GD","","EN","","EN","","","2011-05-17T16:32:12","2011-05-17T16:32:12",0,"new"
"N0080113","N0080123","Baile a' Ghobhainn","GD","","EN","","EN","","","2011-05-17T16:32:45","2011-05-17T16:32:45",0,"new"
"N0080114","N0080124","Baile MhicCuithein","GD","","EN","","EN","","","2011-05-17T16:32:52","2011-05-17T16:32:52",0,"new"
"N0080115","N0080125","Am Baile Meadhanach","GD","","EN","Am Braighe","EN","","","2011-05-17T16:32:24","2011-05-17T16:32:24",0,"new"
"N0080116","N0080126","Borgh na Sgiotaig","GD","","EN","","EN","","","2011-05-17T16:33:00","2011-05-17T16:33:00",0,"new"
"N0080118","N0080127","Camas Tianabhaig","GD","","EN","","EN","","","2011-05-17T16:33:09","2011-05-17T16:33:09",0,"new"
"N0080119","N0080128","An Camus Mor","GD","","EN","","EN","","","2011-05-17T16:32:35","2011-05-17T16:32:35",0,"new"
"N0080134","N0080149","Carbost","GD","","EN","Sgeabost","GD","","","2011-05-20T09:48:29","2011-05-20T09:48:29",0,"new"
"N0080135","N0080150","An Cadha Ruadh","GD","","EN","","EN","","","2011-05-20T09:48:05","2011-05-20T09:48:05",0,"new"
"N0080136","N0080151","An Clachan","GD","","EN","Stafainn","GD","","","2011-05-20T09:48:10","2011-05-20T09:48:10",0,"new"
"N0080137","N0080152","Conasta","GD","","EN","","EN","","","2011-05-20T09:48:33","2011-05-20T09:48:33",0,"new"
"N0080138","N0080153","An Comhnardan","GD","","EN","","EN","","","2011-05-20T09:48:15","2011-05-20T09:48:15",0,"new"
"N0080139","N0080154","An Dig","GD","","EN","","EN","","","2011-05-20T09:48:19","2011-05-20T09:48:19",0,"new"
"N0080140","N0080155","Druim-aoidh","GD","","EN","","EN","","","2011-05-20T09:48:36","2011-05-20T09:48:36",0,"new"
"N0080141","N0080156","Eubost","GD","","EN","","EN","","","2011-05-20T09:48:50","2011-05-20T09:48:50",0,"new"
"N0080142","N0080157","Eubost an lar","GD","","EN","","EN","","","2011-05-20T09:48:55","2011-05-20T09:48:55",0,"new"
"N0080143","N0080158","Ealaiseadar","GD","","EN","","EN","","","2011-05-20T09:48:42","2011-05-20T09:48:42",0,"new"
"N0080144","N0080159","Eighre","GD","","EN","","EN","","","2011-05-20T09:48:47","2011-05-20T09:48:47",0,"new"
"N0080145","N0080160","An Garadh Fada","GD","","EN","","EN","","","2011-05-20T09:48:24","2011-05-20T09:48:24",0,"new"
"N0080146","N0080161","Gearros","GD","","EN","","EN","","","2011-05-20T09:49:03","2011-05-20T09:49:03",0,"new"
"N0080147","N0080162","Gead an t-Sailleir","GD","","EN","","EN","","","2011-05-20T09:49:00","2011-05-20T09:49:00",0,"new"
"N0080148","N0080163","Glasphein","EN","","EN","","EN","","","2011-05-20T09:49:12","2011-05-20T09:49:12",0,"new"
"N0080148","N0080164","Glas-Pheighinn","GD","","EN","","EN","","","2011-05-20T09:49:09","2011-05-20T09:49:09",0,"new"
"N0080165","N0080197","Greallainn","GD","","EN","","EN","","","2011-06-13T07:27:55","2011-06-13T07:27:55",0,"new"
"N0080198","N0080208","An Torran Uaine","GD","","EN","","EN","","","2011-06-13T07:37:06","2011-06-13T07:37:06",0,"new"
"N0080199","N0080209","Hearabusta","GD","","EN","","EN","","","2011-06-13T07:37:33","2011-06-13T07:37:33",0,"new"
"N0080200","N0080210","Hungladar","GD","","EN","","EN","","","2011-06-13T07:38:24","2011-06-13T07:38:24",0,"new"
"N0080201","N0080211","Idrigil","GD","","EN","","EN","","","2011-06-13T07:38:33","2011-06-13T07:38:33",0,"new"
"N0080202","N0080212","Ciostal","GD","","EN","","EN","","","2011-06-13T07:37:20","2011-06-13T07:37:20",0,"new"
"N0080203","N0080213","Cille a' Bhacstair","GD","","EN","","EN","","","2011-06-13T07:37:15","2011-06-13T07:37:15",0,"new"
"N0080204","N0080214","An Lethallt","GD","","EN","","EN","","","2011-06-13T07:36:51","2011-06-13T07:36:51",0,"new"
"N0080205","N0080215","Lionacro","GD","","EN","","EN","","","2011-06-13T07:38:41","2011-06-13T07:38:41",0,"new"
"N0080206","N0080216","Malagar","GD","","EN","","EN","","","2011-06-13T07:38:53","2011-06-13T07:38:53",0,"new"
"N0080207","N0080217","Maraiseader","GD","","EN","","EN","","","2011-06-13T07:39:08","2011-06-13T07:39:08",0,"new"
"N0080218","N0080234","Osmaigearraidh","GD","","EN","","EN","","","2011-06-13T08:15:45","2011-06-13T08:15:45",0,"new"
"N0080219","N0080235","Peighinn an Eas","GD","","EN","","EN","","","2011-06-13T08:15:56","2011-06-13T08:15:56",0,"new"
"N0080220","N0080236","Peighinn a' Ghobhainn","GD","","EN","","EN","","","2011-06-13T08:15:51","2011-06-13T08:15:51",0,"new"
"N0080221","N0080237","Peighinn an Lighiche","GD","","EN","","EN","","","2011-06-13T08:16:00","2011-06-13T08:16:00",0,"new"
"N0080222","N0080238","Peighinn Mor","GD","","EN","","EN","","","2011-06-13T08:16:06","2011-06-13T08:16:06",0,"new"
"N0080224","N0080239","Reanatra","GD","","EN","","EN","","","2011-06-13T08:16:11","2011-06-13T08:16:11",0,"new"
"N0080225","N0080240","Romasdal","GD","","EN","","EN","","","2011-06-13T08:16:15","2011-06-13T08:16:15",0,"new"
"N0080226","N0080241","Sgeabost","GD","","EN","","EN","","","2011-06-13T08:16:29","2011-06-13T08:16:29",0,"new"
"N0080227","N0080242","Steinnseall","GD","","EN","","EN","","","2011-06-13T08:16:33","2011-06-13T08:16:33",0,"new"
"N0080228","N0080243","Am Braighe","GD","","EN","","EN","","","2011-06-13T08:15:25","2011-06-13T08:15:25",0,"new"
"N0080229","N0080244","Tobhta","GD","","EN","","EN","","","2011-06-13T08:16:38","2011-06-13T08:16:38",0,"new"
"N0080230","N0080245","Tobhta Sgoir","GD","","EN","","EN","","","2011-06-13T08:16:43","2011-06-13T08:16:43",0,"new"
"N0080231","N0080246","Uigseadar","GD","","EN","","EN","","","2011-06-13T08:16:49","2011-06-13T08:16:49",0,"new"
"N0080232","N0080247","An t-Ollach","GD","","EN","","EN","","","2011-06-13T08:15:31","2011-06-13T08:15:31",0,"new"
"N0080233","N0080248","Bhaltos","GD","","EN","An t-Eilean Sgitheanach","EN","","","2011-06-13T08:15:36","2011-06-13T08:15:36",0,"new"
"N0067712","N0080249","An Sruthan","GD","","EN","","EN","","","2011-06-13T08:32:59","2011-06-13T08:32:59",0,"new"
"N0067769","N0080250","Borbh","GD","","EN","","EN","","","2011-06-13T08:33:09","2011-06-13T08:33:09",0,"new"
"N0067884","N0080251","Ceann Sail Eighre","GD","","EN","","EN","","","2011-06-13T08:33:15","2011-06-13T08:33:15",0,"new"
"ES002053","N0080252","Cille Mhoire","GD","","EN","","EN","","","2011-06-13T08:33:20","2011-06-13T08:33:20",0,"new"
"N0067895","N0080253","Cinnseaborg","GD","","EN","","EN","","","2011-06-13T08:33:29","2011-06-13T08:33:29",0,"new"
"N0067804","N0080254","Cul nan Cnoc","GD","","EN","","EN","","","2011-06-13T08:33:33","2011-06-13T08:33:33",0,"new"
"N0067821","N0080255","Dun Thuilm","GD","","EN","","EN","","","2011-06-13T08:33:37","2011-06-13T08:33:37",0,"new"
"N0067825","N0080256","Earlais","GD","","EN","","EN","","","2011-06-13T08:33:41","2011-06-13T08:33:41",0,"new"
"N0067843","N0080257","Flodaigearraidh","GD","","EN","","EN","","","2011-06-13T08:33:45","2011-06-13T08:33:45",0,"new"
"N0067953","N0080258","Os","GD","","EN","","EN","","","2011-06-13T08:33:50","2011-06-13T08:33:50",0,"new"
"N0067955","N0080259","Peighinn a' Chorrain","GD","","EN","","EN","","","2011-06-13T08:33:54","2011-06-13T08:33:54",0,"new"
"N0067956","N0080260","Peighinn nam Fidhleir","GD","","EN","","EN","","","2011-06-13T08:33:57","2011-06-13T08:33:57",0,"new"
"N0067728","N0080261","Torabhaig","GD","","EN","","EN","","","2011-06-13T08:34:00","2011-06-13T08:34:00",0,"new"
"N0067734","N0080262","Uilbhinnis","GD","","EN","","EN","","","2011-06-13T08:34:04","2011-06-13T08:34:04",0,"new"
"N0080560","N0080561","An Dunan","GD","","EN","Stafainn","GD","","","2014-04-29T14:34:05","2014-04-29T14:34:05",0,"new"
"N0066875","ES003208","Rothiemay","EN","","EN","Moray","EN","","","2011-04-15T07:41:40","2011-04-15T07:41:40",0,"new"
"ES000029","N0070083","Charlestown of Aberlour","EN","","EN","","EN","","","2011-04-15T07:41:48","2011-04-15T07:41:48",0,"new"
"N0068146","N0079145","Loch Raonasa","EN","","EN","","EN","","","2010-09-27T13:58:02","2010-09-27T13:58:02",0,"new"
"N0078027","N0079144","Port-adhair Ghlaschu","EN","","EN","","EN","","","2010-09-27T13:58:34","2010-09-27T13:58:34",0,"new"
"N0079551","ES000235","Baile Sear","GD","","EN","","EN","","","2011-01-06T10:30:57","2011-01-06T10:30:57",0,"new"
"N0078106","ES002508","Liurbost","GD","","EN","","EN","","","2010-07-29T16:18:19","2010-07-29T16:18:19",0,"new"
"ES003504","ES003468","Steornabhagh","GD","","EN","","EN","","","2010-07-29T16:17:36","2010-07-29T16:17:36",0,"new"
"N0078986","N0068320","Aird Dhail","GD","","EN","","EN","","","2010-07-30T14:31:51","2010-07-30T14:31:51",0,"new"
"N0079449","N0068321","Aird Mhor","GD","","EN","Uibhist a Deas","GD","","","2010-12-07T14:24:44","2010-12-07T14:24:44",0,"new"
"N0078102","N0068336","Baile Ailein","GD","","EN","","EN","","","2010-07-29T16:17:59","2010-07-29T16:17:59",0,"new"
"N0078104","N0068447","Gramasdail","GD","","EN","","EN","","","2010-07-29T16:18:14","2010-07-29T16:18:14",0,"new"
"N0079077","N0068482","Lionacleit","GD","","EN","","EN","","","2010-10-26T09:39:52","2010-10-26T09:39:52",0,"new"
"ES000051","N0070087","Aird An Rubha","GD","","EN","","EN","","","2010-07-29T16:17:53","2010-07-29T16:17:53",0,"new"
"ES000226","N0070088","Baile a' Mhanaich","GD","","EN","","EN","","","2002-07-08T08:51:51","2002-07-08T08:51:51",0,""
"N0079335","N0070089","Barabhas Iarach","GD","","EN","","EN","","","2010-10-26T13:21:48","2010-10-26T13:21:48",0,"new"
"ES000767","N0070090","Col","GD","","EN","Leodhas","EN","","","2002-07-08T08:52:10","2002-07-08T08:52:10",0,""
"N0068407","N0070091","Creag Ghoraidh","GD","","EN","","EN","","","2002-07-05T09:02:35","2002-07-05T09:02:35",0,""
"N0068409","N0070092","Cros","GD","","EN","Nis","GD","","","2002-07-05T09:02:43","2002-07-05T09:02:43",0,""
"N0068412","N0070093","Dail Beag","GD","","EN","","EN","","","2002-07-05T09:02:53","2002-07-05T09:02:53",0,""
"N0068417","N0070094","Dreumasdal","GD","","EN","","EN","","","2002-07-05T09:03:02","2002-07-05T09:03:02",0,""
"N0068418","N0070095","Drinisiadar","GD","","EN","","EN","","","2002-07-05T09:03:13","2002-07-05T09:03:13",0,""
"N0068428","N0070096","Eoropaidh","GD","","EN","","EN","","","2002-07-05T09:02:17","2002-07-05T09:02:17",0,""
"N0068432","N0070097","Fionnsabhagh","GD","","EN","","EN","","","2002-07-05T09:03:23","2002-07-05T09:03:23",0,""
"N0068434","N0070098","Fleisirin","GD","","EN","","EN","","","2010-07-29T16:18:06","2010-07-29T16:18:06",0,"new"
"N0068435","N0070099","Fleoideabhagh","GD","","EN","","EN","","","2002-07-05T09:03:44","2002-07-05T09:03:44",0,""
"N0068451","N0070100","Griomsiadar","GD","","EN","Lochs Lewis","EN","","","2002-07-05T09:03:55","2002-07-05T09:03:55",0,""
"ES002248","N0070101","Lacasdail","GD","","EN","","EN","","","2002-07-08T08:52:26","2002-07-08T08:52:26",0,""
"N0068480","N0070102","Lingreabhagh","GD","","EN","","EN","","","2002-07-05T09:04:21","2002-07-05T09:04:21",0,""
"N0068557","N0070104","Mullach Charlabhaigh","GD","","EN","","EN","","","2002-07-05T09:04:37","2002-07-05T09:04:37",0,""
"N0068503","N0070105","Orasaigh","GD","","EN","","EN","","","2002-07-05T09:04:46","2002-07-05T09:04:46",0,""
"N0068504","N0070106","Ormacleit","GD","","EN","","EN","","","2002-07-05T09:04:54","2002-07-05T09:04:54",0,""
"ES002952","N0070107","Pabail Iarach","GD","","EN","","EN","","","2002-07-08T08:52:40","2002-07-08T08:52:40",0,""
"N0068516","N0070108","Port Mholair","GD","","EN","","EN","","","2002-07-05T09:05:13","2002-07-05T09:05:13",0,""
"ES003059","N0070109","Port Nis","GD","","EN","","EN","","","2002-07-08T08:52:48","2002-07-08T08:52:48",0,""
"N0068517","N0070110","Ranais","GD","","EN","","EN","","","2002-07-05T09:05:38","2002-07-05T09:05:38",0,""
"ES003247","N0070111","Sanndabhaig","GD","","EN","Leodhas","GD","","","2002-07-08T08:52:57","2002-07-08T08:52:57",0,""
"N0068523","N0070112","Scadabhagh","GD","","EN","","EN","","","2002-07-05T09:06:00","2002-07-05T09:06:00",0,""
"N0068528","N0070113","Seisiadar","GD","","EN","","EN","","","2002-07-05T09:06:12","2002-07-05T09:06:12",0,""
"ES003293","N0070114","Siabost","GD","","EN","","EN","","","2002-07-08T08:53:11","2002-07-08T08:53:11",0,""
"N0068526","N0070115","Siadar","GD","","EN","","EN","","","2002-07-05T09:06:34","2002-07-05T09:06:34",0,""
"N0068529","N0070116","Sulaisiadar","GD","","EN","","EN","","","2002-07-05T09:06:43","2002-07-05T09:06:43",0,""
"ES003610","N0070117","An Tairbeart","GD","","EN","Na Hearadh","GD","","","2002-07-08T08:53:46","2002-07-08T08:53:46",0,""
"N0068551","N0070118","Tolastadh Chaolais","GD","","EN","","EN","","","2002-07-05T09:06:58","2002-07-05T09:06:58",0,""
"ES003723","N0070119","Tunga","GD","","EN","","EN","","","2002-07-08T08:53:54","2002-07-08T08:53:54",0,""
"N0079757","N0078164","Tolastadh bho Thuath","GD","","EN","","EN","","","2011-02-21T11:56:18","2011-02-21T11:56:18",0,"new"
"ES003059","N0078963","Cealagbhal","GD","","EN","","EN","","","2010-07-29T16:16:04","2010-07-29T16:16:04",0,"new"
"N0078964","N0078965","Coig Peighinnean Nis","GD","","EN","","EN","","","2010-07-29T16:12:01","2010-07-29T16:12:01",0,"new"
"N0078966","N0078967","An Cnoc Ard","GD","","EN","","EN","","","2010-07-29T16:16:09","2010-07-29T16:16:09",0,"new"
"N0078968","N0078969","Adabroc","GD","","EN","","EN","","","2010-07-30T13:51:22","2010-07-30T13:51:22",0,"new"
"N0078970","N0078971","Tabost","GD","","EN","Nis","GD","","","2010-07-30T13:55:17","2010-07-30T13:55:17",0,"new"
"N0078972","N0078973","Sgiogarstaigh","GD","","EN","","EN","","","2010-07-30T13:57:25","2010-07-30T13:57:25",0,"new"
"N0078974","N0078975","Suainebost","GD","","EN","","EN","","","2010-07-30T13:59:14","2010-07-30T13:59:14",0,"new"
"N0078976","N0078977","Dail","GD","","EN","","EN","","","2010-07-30T14:02:38","2010-07-30T14:02:38",0,"new"
"N0078979","N0078980","Gabhsann","GD","","EN","","EN","","","2010-07-30T14:04:39","2010-07-30T14:04:39",0,"new"
"N0078981","N0078982","Baile an Truiseil","GD","","EN","","EN","","","2010-07-30T14:18:16","2010-07-30T14:18:16",0,"new"
"ES001015","N0078983","Dail bho Dheas","GD","","EN","","EN","","","2010-07-30T14:20:38","2010-07-30T14:20:38",0,"new"
"N0078984","N0078985","Dail bho Thuath","GD","","EN","","EN","","","2010-07-30T14:31:38","2010-07-30T14:31:38",0,"new"
"ES003766","N0079009","Bhatarsaigh","GD","","EN","","EN","","","2010-08-11T14:47:55","2010-08-11T14:47:55",0,"new"
"N0079010","N0079011","Caolas Bhatarsaigh","GD","","EN","","EN","","","2010-08-11T14:57:37","2010-08-11T14:57:37",0,"new"
"ES001310","N0079012","Eirisgeidh","GD","","EN","","EN","","","2010-08-11T14:57:44","2010-08-11T14:57:44",0,"new"
"N0079013","N0079014","Acairseid","GD","","EN","","EN","","","2010-08-11T14:57:27","2010-08-11T14:57:27",0,"new"
"N0079015","N0079016","Haunn","GD","","EN","","EN","","","2010-08-11T15:33:50","2010-08-11T15:33:50",0,"new"
"N0079017","N0079018","Pairceanan","GD","","EN","Eirisgeidh","GD","","","2010-08-11T15:33:56","2010-08-11T15:33:56",0,"new"
"ES001684","N0079019","Griomasaigh","GD","","EN","Uibhist a Tuath","GD","","","2010-08-11T15:41:38","2010-08-11T15:41:38",0,"new"
"N0079020","N0079021","Aird nan Sruban","GD","","EN","","EN","","","2010-08-11T15:54:24","2010-08-11T15:54:24",0,"new"
"N0079022","N0079023","Baile Glas","GD","","EN","","EN","","","2010-08-11T15:54:36","2010-08-11T15:54:36",0,"new"
"N0079024","N0079025","Bagh Mor","GD","","EN","","EN","","","2010-08-11T15:54:30","2010-08-11T15:54:30",0,"new"
"N0079026","N0079027","Ceallan","GD","","EN","","EN","","","2010-08-11T15:54:41","2010-08-11T15:54:41",0,"new"
"N0079028","N0079029","Scotbheinn","GD","","EN","","EN","","","2010-08-11T15:54:47","2010-08-11T15:54:47",0,"new"
"N0077311","N0079030","Bearnaraigh","GD","","EN","Na Hearadh","GD","","","2010-08-11T16:31:03","2010-08-11T16:31:03",0,"new"
"N0079031","N0079032","Borgh","GD","","EN","Bearnaraigh Na Hearadh","GD","","","2010-08-11T16:31:10","2010-08-11T16:31:10",0,"new"
"N0079034","N0079035","Crothair","GD","","EN","","EN","","","2010-08-24T16:33:50","2010-08-24T16:33:50",0,"new"
"N0079036","N0079037","Bostadh","GD","","EN","","EN","","","2010-08-24T16:33:34","2010-08-24T16:33:34",0,"new"
"N0079039","N0079040","Breacleit","GD","","EN","","EN","","","2010-08-24T16:33:39","2010-08-24T16:33:39",0,"new"
"N0079041","N0079042","Circebost","GD","","EN","","EN","","","2010-08-24T16:33:44","2010-08-24T16:33:44",0,"new"
"N0079043","N0079044","Tacleit","GD","","EN","","EN","","","2010-08-24T16:34:02","2010-08-24T16:34:02",0,"new"
"N0079045","N0079046","Bhalasaigh","GD","","EN","","EN","","","2010-08-24T16:33:26","2010-08-24T16:33:26",0,"new"
"N0078113","N0079047","Aird Mhor","GD","","EN","Barraigh","GD","","","2010-08-24T16:54:41","2010-08-24T16:54:41",0,"new"
"N0068323","N0079048","Allathasdal","GD","","EN","","EN","","","2010-08-24T16:54:50","2010-08-24T16:54:50",0,"new"
"N0068333","N0079049","Aird Mhidhinis","GD","","EN","","EN","","","2010-08-24T16:54:36","2010-08-24T16:54:36",0,"new"
"N0068357","N0079050","Borgh","GD","","EN","Barraigh","GD","","","2010-08-24T16:55:22","2010-08-24T16:55:22",0,"new"
"N0068363","N0079051","Breibhig","GD","","EN","Barraigh","GD","","","2010-08-24T16:55:26","2010-08-24T16:55:26",0,"new"
"N0068367","N0079052","Bruairnis","GD","","EN","","EN","","","2010-08-24T16:55:41","2010-08-24T16:55:41",0,"new"
"ES000667","N0079053","Bagh a' Chaisteil","GD","","EN","","EN","","","2010-08-24T16:55:01","2010-08-24T16:55:01",0,"new"
"N0068392","N0079054","Cliaid","GD","","EN","","EN","","","2010-08-24T16:55:50","2010-08-24T16:55:50",0,"new"
"N0068404","N0079055","Baile na Creige","GD","","EN","","EN","","","2010-08-24T16:55:16","2010-08-24T16:55:16",0,"new"
"N0068421","N0079056","Earsairidh","GD","","EN","","EN","","","2010-08-24T16:56:58","2010-08-24T16:56:58",0,"new"
"N0068427","N0079057","Eolaigearraidh","GD","","EN","","EN","","","2010-08-24T16:57:03","2010-08-24T16:57:03",0,"new"
"N0068448","N0079058","Grithean","GD","","EN","","EN","","","2010-08-24T16:57:08","2010-08-24T16:57:08",0,"new"
"N0068497","N0079059","Nasg","GD","","EN","","EN","","","2010-08-24T16:57:13","2010-08-24T16:57:13",0,"new"
"ES002886","N0079060","Bagh a Tuath","GD","","EN","","EN","","","2010-08-24T16:55:10","2010-08-24T16:55:10",0,"new"
"N0068544","N0079061","Tangasdal","GD","","EN","","EN","","","2010-08-24T16:57:20","2010-08-24T16:57:20",0,"new"
"N0079062","N0079063","Bagh Thiarabhagh","GD","","EN","","EN","","","2010-08-25T14:17:10","2010-08-25T14:17:10",0,"new"
"N0079065","N0079066","Buaile nam Bodach","GD","","EN","","EN","","","2010-08-25T14:17:19","2010-08-25T14:17:19",0,"new"
"N0079067","N0079068","Cuidhir","GD","","EN","Barraigh","GD","","","2010-08-25T14:17:28","2010-08-25T14:17:28",0,"new"
"N0079069","N0079070","Horgh","GD","","EN","","EN","","","2010-08-25T14:17:35","2010-08-25T14:17:35",0,"new"
"N0079071","N0079072","Leinis","GD","","EN","","EN","","","2010-08-25T14:17:40","2010-08-25T14:17:40",0,"new"
"N0079073","N0079074","Rubha Lias","GD","","EN","","EN","","","2010-08-25T14:17:49","2010-08-25T14:17:49",0,"new"
"N0068450","N0079075","Griminis","GD","","EN","Beinn nam Fadhla","GD","","","2013-12-30T10:48:41","2013-12-30T10:48:41",0,"new"
"N0068453","N0079076","Haclait","GD","","EN","","EN","","","2010-10-26T09:39:46","2010-10-26T09:39:46",0,"new"
"N0079078","N0079079","Flodaigh","GD","","EN","","EN","","","2010-10-26T09:39:36","2010-10-26T09:39:36",0,"new"
"N0079080","N0079081","Caolas Fhlodaigh","GD","","EN","","EN","","","2010-10-26T09:39:29","2010-10-26T09:39:29",0,"new"
"N0079082","N0079083","Dun Gainmhich","GD","","EN","","EN","","","2010-10-26T09:39:41","2010-10-26T09:39:41",0,"new"
"N0079317","N0079319","Gabhsann bho Thuath","GD","","EN","","EN","","","2010-10-26T12:55:18","2010-10-26T12:55:18",0,"new"
"N0079318","N0079320","Gabhsann bho Dheas","GD","","EN","","EN","","","2010-10-26T12:55:14","2010-10-26T12:55:14",0,"new"
"N0079321","N0079322","Mealabost Bhuirgh","GD","","EN","","EN","","","2010-10-26T13:03:24","2010-10-26T13:03:24",0,"new"
"N0079323","N0079324","Bail Ard Bhuirgh","GD","","EN","","EN","","","2010-10-26T13:03:13","2010-10-26T13:03:13",0,"new"
"N0079325","N0079326","Coig Peighinnean Bhuirgh","GD","","EN","","EN","","","2010-10-26T13:03:19","2010-10-26T13:03:19",0,"new"
"N0079327","N0079328","Siadar Uarach","GD","","EN","","EN","","","2010-10-26T13:12:26","2010-10-26T13:12:26",0,"new"
"N0079329","N0079330","Siadar Iarach","GD","","EN","","EN","","","2010-10-26T13:12:18","2010-10-26T13:12:18",0,"new"
"N0079331","N0079332","Airigh an Tuim","GD","","EN","","EN","","","2010-10-26T13:12:14","2010-10-26T13:12:14",0,"new"
"N0079333","N0079334","Barabhas Uarach","GD","","EN","","EN","","","2010-10-26T13:20:56","2010-10-26T13:20:56",0,"new"
"N0079336","N0079337","Pairc Bharabhais","GD","","EN","","EN","","","2010-10-26T13:21:13","2010-10-26T13:21:13",0,"new"
"ES000304","N0079338","Barabhas","GD","","EN","","EN","","","2010-10-26T13:25:18","2010-10-26T13:25:18",0,"new"
"N0068359","N0079339","Borgh","GD","","EN","Leodhas","GD","","","2010-10-26T13:26:40","2010-10-26T13:26:40",0,"new"
"N0079341","N0079342","Sliabh na h-Airde","GD","","EN","","EN","","","2010-10-26T14:03:11","2010-10-26T14:03:11",0,"new"
"N0079343","N0079344","Baile nan Cailleach","GD","","EN","","EN","","","2010-10-26T14:01:45","2010-10-26T14:01:45",0,"new"
"N0079345","N0079346","Borgh","GD","","EN","Beinn nam Fadhla","GD","","","2010-10-26T14:02:21","2010-10-26T14:02:21",0,"new"
"N0079347","N0079348","Cill Eireabhagh","GD","","EN","","EN","","","2010-10-26T14:02:31","2010-10-26T14:02:31",0,"new"
"N0079349","N0079350","Port Pheadair","GD","","EN","","EN","","","2010-10-26T14:03:01","2010-10-26T14:03:01",0,"new"
"N0079351","N0079352","Creagastrom","GD","","EN","","EN","","","2010-10-26T14:02:41","2010-10-26T14:02:41",0,"new"
"N0079353","N0079354","Uisgeabhagh","GD","","EN","","EN","","","2010-10-26T14:03:19","2010-10-26T14:03:19",0,"new"
"N0079355","N0079356","Griomasaigh","GD","","EN","Beinn nam Fadhla","GD","","","2010-10-26T14:02:54","2010-10-26T14:02:54",0,"new"
"N0079397","N0079388","Maraig","GD","","EN","","EN","","","2010-12-06T14:45:44","2010-12-06T14:45:44",0,"new"
"N0079389","N0079390","Reinigeadal","GD","","EN","","EN","","","2010-12-06T14:52:46","2010-12-06T14:52:46",0,"new"
"N0079391","N0079392","Aird Asaig","GD","","EN","","EN","","","2010-12-06T14:11:11","2010-12-06T14:11:11",0,"new"
"N0079398","N0079394","Miabhaig","GD","","EN","Ceann a Tuath na Hearadh","GD","","","2010-12-06T15:34:46","2010-12-06T15:34:46",0,"new"
"N0079393","N0079396","Caolas Sgalpaigh","GD","","EN","","EN","","","2010-12-06T14:43:20","2010-12-06T14:43:20",0,"new"
"N0079400","N0079401","Ceann Dibig","GD","","EN","","EN","","","2010-12-06T15:16:27","2010-12-06T15:16:27",0,"new"
"N0079402","N0079403","Miabhaig","GD","","EN","Ceann a Deas na Hearadh","GD","","","2010-12-06T15:18:07","2010-12-06T15:18:07",0,"new"
"N0079404","N0079405","Greosabhagh","GD","","EN","","EN","","","2010-12-06T15:17:06","2010-12-06T15:17:06",0,"new"
"N0079406","N0079407","Aird Mhighe","GD","","EN","","EN","","","2010-12-06T15:15:48","2010-12-06T15:15:48",0,"new"
"N0079408","N0079409","Cliuthar","GD","","EN","","EN","","","2010-12-06T15:16:40","2010-12-06T15:16:40",0,"new"
"N0079410","N0079411","Caolas Stocinis","GD","","EN","","EN","","","2010-12-06T15:16:21","2010-12-06T15:16:21",0,"new"
"N0079412","N0079413","Leac a Li","GD","","EN","","EN","","","2010-12-06T15:17:36","2010-12-06T15:17:36",0,"new"
"N0079414","N0079415","Liceasto","GD","","EN","","EN","","","2010-12-06T15:17:32","2010-12-06T15:17:32",0,"new"
"N0079416","N0079417","Manais","GD","","EN","","EN","","","2010-12-06T15:17:56","2010-12-06T15:17:56",0,"new"
"N0079418","N0079419","Cuidhtinis","GD","","EN","","EN","","","2010-12-06T15:16:57","2010-12-06T15:16:57",0,"new"
"N0079420","N0079421","Boirseam","GD","","EN","","EN","","","2010-12-06T15:15:59","2010-12-06T15:15:59",0,"new"
"N0079422","N0079423","Borghasdal","GD","","EN","","EN","","","2010-12-06T15:16:11","2010-12-06T15:16:11",0,"new"
"N0079424","N0079425","Losgaintir","GD","","EN","","EN","","","2010-12-06T15:17:44","2010-12-06T15:17:44",0,"new"
"N0079426","N0079427","Sgarasta","GD","","EN","","EN","","","2010-12-06T15:18:47","2010-12-06T15:18:47",0,"new"
"N0078166","N0079428","Aird a Mhulaidh","GD","","EN","","EN","","","2010-12-06T15:30:07","2010-12-06T15:30:07",0,"new"
"N0068379","N0079429","Carragraich","GD","","EN","","EN","","","2010-12-06T15:30:28","2010-12-06T15:30:28",0,"new"
"N0078107","N0079430","Sgalpaigh","GD","","EN","","EN","","","2010-12-06T15:31:21","2010-12-06T15:31:21",0,"new"
"N0068369","N0079431","Bun Abhainn Eadarra","GD","","EN","","EN","","","2010-12-06T15:30:18","2010-12-06T15:30:18",0,"new"
"N0068324","N0079432","Abhainn Suidhe","GD","","EN","","EN","","","2010-12-06T15:29:56","2010-12-06T15:29:56",0,"new"
"N0068446","N0079433","Gobhaig","GD","","EN","","EN","","","2010-12-06T15:30:36","2010-12-06T15:30:36",0,"new"
"N0068457","N0079434","Huisinis","GD","","EN","","EN","","","2010-12-06T15:30:40","2010-12-06T15:30:40",0,"new"
